Keywords,Sentiment
"[('华为', 0.41723338589031894), ('手机', 0.09481849177279329), ('遥遥领先', 0.08905409204065642), ('Mate60', 0.08487439684321461), ('系列', 0.06790303075289106), ('mate60', 0.057046725747078676), ('微博', 0.05287257508265829), ('10', 0.0459156573086243), ('Mate60Pro', 0.04174150664420391), ('视频', 0.041260924387495346), ('收起', 0.04083230417621043), ('卫星', 0.036871234621382684), ('通话', 0.03248230603033287), ('芯片', 0.03143448970677375), ('Pro', 0.030610438205749536), ('麒麟', 0.03007213301795624), ('苹果', 0.029814134653649908), ('展开', 0.02811070975209497), ('功能', 0.027584522425160615), ('镜头', 0.02704830846552025), ('体验', 0.025953138707646647), ('真的', 0.024260761785578445), ('可爱', 0.02128047738849162), ('影像', 0.01954417711359986), ('A股', 0.019479369767295158), ('猫咪', 0.019414354262569836), ('新品', 0.018391949129635706), ('瞬间', 0.01767449948351839), ('宠物', 0.017369821811085893), ('记录', 0.01736916879558776)]","[0.42066484689712524, 0.57933509349823]"
